1,1,1058,173,321,23,42,988
1,1,1066,187,350,23,42,988
1,1,1070,183,373,23,42,988
1,1,1076,165,394,23,42,988
1,1,1095,145,409,23,42,988
1,1,1107,129,403,23,42,988
1,1,1114,117,404,23,42,988
1,1,1126,74,404,23,42,988
1,1,1131,57,406,23,42,988
1,1,1142,38,399,23,42,988
1,1,1137,7,368,23,42,988
1,1,1134,-2,358,23,42,988
1,1,1125,-21,327,23,42,988
1,1,1065,-26,265,23,42,988
1,1,1041,-27,221,23,42,988
1,1,1010,-12,173,23,42,988
1,1,950,68,97,23,42,988
1,1,919,100,86,23,42,988
1,1,879,160,126,23,42,988
1,1,810,291,149,23,42,988
1,1,789,317,142,23,42,988
1,1,799,303,92,23,42,988
1,1,831,266,55,23,42,988
1,1,851,231,0,23,42,988
1,1,853,234,-50,23,42,988
1,1,837,246,-66,23,42,988
1,1,822,274,-106,23,42,988
1,1,795,302,-182,23,42,988
1,1,791,302,-223,23,42,988
1,1,771,292,-250,23,42,988
1,1,720,335,-283,23,42,988
1,1,693,347,-294,23,42,988
1,1,673,347,-313,23,42,988
1,1,669,355,-368,23,42,988
1,1,674,356,-399,23,42,988
1,1,683,365,-432,23,42,988
1,1,668,408,-463,23,42,988
1,1,657,394,-436,23,42,988
1,1,669,397,-416,23,42,988
1,1,686,401,-433,23,42,988
1,1,699,401,-450,23,42,988
1,1,706,400,-445,23,42,988
1,1,699,409,-418,23,42,988
1,1,691,438,-398,23,42,988
1,1,669,514,-368,23,42,988
1,1,676,519,-329,23,42,988
1,1,693,517,-323,23,42,988
1,1,732,514,-368,23,42,988
1,1,740,519,-377,23,42,988
1,1,743,519,-378,23,42,988
1,1,741,526,-374,23,42,988
1,1,749,517,-373,23,42,988
1,1,764,505,-379,23,42,988
1,1,783,483,-410,23,42,989
1,1,803,471,-413,23,42,989
1,1,863,409,-412,23,42,989
1,1,880,402,-418,23,42,988
1,1,874,424,-415,23,42,988
1,1,838,469,-381,23,42,988
1,1,822,499,-391,23,42,988
1,1,808,514,-387,23,42,988
1,1,804,477,-369,23,42,988
1,1,816,468,-398,23,42,988
1,1,824,464,-427,23,42,988
1,1,807,464,-410,23,42,988
1,1,796,449,-398,23,42,988
1,1,787,441,-390,23,42,988
1,1,790,413,-381,23,42,988
1,1,793,406,-379,23,42,988
1,1,793,397,-383,23,42,988
1,1,793,384,-372,23,42,988
1,1,785,385,-372,23,42,988
1,1,775,375,-365,23,42,988
1,1,766,349,-350,23,42,988
1,1,780,339,-353,23,42,989
1,1,811,333,-369,23,42,989
1,1,816,349,-367,23,42,989
1,1,818,361,-349,23,42,989
1,1,836,362,-314,23,42,989
1,1,854,368,-335,23,42,989
1,1,862,370,-339,23,42,989
1,1,871,348,-305,23,42,989
1,1,869,341,-312,23,42,989
1,1,872,342,-334,23,42,989
1,1,868,339,-323,23,42,989
1,1,852,345,-315,23,42,989
1,1,842,352,-311,23,42,989
1,1,835,353,-314,23,42,988
1,1,839,353,-331,23,42,988
1,1,846,360,-345,23,42,988
1,1,840,366,-357,23,42,988
1,1,834,362,-348,23,42,988
1,1,828,361,-330,23,42,988
1,1,838,358,-341,23,42,988
1,1,842,360,-360,23,42,988
1,1,843,365,-359,23,42,988
1,1,836,368,-351,23,42,989
1,1,827,364,-338,23,42,989
1,1,819,365,-344,23,42,989
1,1,821,370,-356,23,42,989
1,1,824,374,-366,23,42,989
1,1,818,379,-359,23,42,989
1,1,812,390,-360,23,42,989
1,1,797,404,-353,23,42,989
1,1,785,411,-334,23,42,989
1,1,793,413,-347,23,42,988
1,1,802,414,-371,23,42,988
1,1,815,398,-383,23,42,988
1,1,819,394,-379,23,42,988
1,1,812,391,-374,23,42,988
1,1,814,394,-371,23,42,988
1,1,820,388,-365,23,42,988
1,1,835,381,-368,23,42,988
1,1,839,371,-358,23,42,988
1,1,840,372,-356,23,42,988
1,1,836,363,-348,23,42,988
1,1,841,359,-356,23,42,988
1,1,855,353,-356,23,42,988
1,1,874,341,-322,23,42,989
1,1,878,338,-307,23,42,989
1,1,881,348,-301,23,42,989
1,1,870,365,-289,23,42,988
1,1,868,374,-296,23,42,988
1,1,867,384,-311,23,42,988
1,1,863,396,-335,23,42,988
1,1,859,406,-343,23,42,988
1,1,854,398,-330,23,42,988
1,1,847,391,-321,23,42,988
1,1,849,392,-329,23,42,988
1,1,853,388,-328,23,42,988
1,1,865,393,-367,23,42,988
1,1,866,386,-372,23,42,988
1,1,875,379,-385,23,42,988
1,1,870,383,-382,23,42,988
1,1,867,387,-366,23,42,988
1,1,869,389,-327,23,42,988
1,1,872,389,-322,23,42,988
1,1,869,393,-325,23,42,988
1,1,837,415,-314,23,42,988
1,1,827,418,-303,23,42,988
1,1,826,419,-305,23,42,988
1,1,840,416,-344,23,42,988
1,1,842,414,-345,23,42,988
1,1,841,405,-337,23,42,988
1,1,836,402,-315,23,42,988
1,1,838,394,-313,23,42,988
1,1,837,387,-313,23,42,988
1,1,832,371,-323,23,42,988
1,1,828,371,-334,23,42,988
1,1,813,390,-341,23,42,988
2,1,953,224,64,23,42,988
2,1,958,220,60,23,42,988
2,1,972,212,29,23,42,988
2,1,976,216,7,23,42,988
2,1,983,216,7,23,42,988
2,1,992,187,48,23,42,988
2,1,996,166,86,23,42,989
2,1,1005,146,97,23,42,989
2,1,1000,168,215,23,42,989
2,1,1064,36,200,23,42,989
2,1,1144,-5,142,23,42,989
2,1,1187,83,58,23,42,989
2,1,1220,88,85,23,42,989
2,1,1243,59,116,23,42,989
2,1,1243,65,81,23,42,989
2,1,1233,10,57,23,42,989
2,1,1109,151,146,23,42,989
2,1,1094,155,89,23,42,989
2,1,1078,150,46,23,42,989
2,1,1003,264,72,23,42,989
2,1,971,298,55,23,42,989
2,1,948,334,29,23,42,989
2,1,909,400,35,23,42,988
2,1,885,379,116,23,42,988
2,1,892,462,38,23,42,988
2,1,906,381,0,23,42,988
2,1,899,377,9,23,42,988
2,1,880,365,-2,23,42,988
2,1,891,419,-60,23,42,988
2,1,876,436,-77,23,42,988
2,1,864,425,-85,23,42,988
2,1,859,405,-65,23,42,988
2,1,861,389,-106,23,42,988
2,1,828,387,-156,23,42,988
2,1,836,419,-149,23,42,988
2,1,826,403,-137,23,42,988
2,1,802,418,-191,23,42,988
2,1,820,449,-251,23,42,988
2,1,794,516,-290,23,42,988
2,1,761,512,-254,23,42,988
2,1,749,534,-247,23,42,988
2,1,755,550,-246,23,42,988
2,1,739,529,-221,23,42,988
2,1,723,511,-221,23,42,988
2,1,696,520,-243,23,42,988
2,1,644,520,-265,23,42,988
2,1,611,492,-259,23,42,988
2,1,589,483,-277,23,42,988
2,1,579,458,-372,23,42,988
2,1,580,442,-434,23,42,988
2,1,545,387,-514,23,42,988
2,1,530,397,-541,23,42,988
2,1,521,390,-559,23,42,988
2,1,521,345,-619,23,42,988
2,1,549,354,-670,23,42,988
2,1,550,354,-697,23,42,988
2,1,543,343,-657,23,42,988
2,1,543,358,-651,23,42,988
2,1,559,375,-636,23,42,988
2,1,573,432,-596,23,42,988
2,1,575,461,-595,23,42,988
2,1,578,506,-578,23,42,988
2,1,597,583,-553,23,42,988
2,1,618,597,-525,23,42,988
2,1,642,603,-493,23,42,988
2,1,691,586,-442,23,42,988
2,1,711,583,-422,23,42,988
2,1,722,580,-414,23,42,988
2,1,731,573,-412,23,42,988
2,1,729,593,-431,23,42,988
2,1,719,634,-452,23,42,988
2,1,705,636,-438,23,42,988
2,1,693,634,-425,23,42,988
2,1,681,629,-437,23,42,988
2,1,675,608,-411,23,42,988
2,1,674,584,-394,23,42,988
2,1,702,520,-415,23,42,988
2,1,686,587,-424,23,42,988
2,1,731,522,-468,23,42,988
2,1,766,451,-476,23,42,988
2,1,777,374,-448,23,42,988
2,1,735,550,-396,23,42,988
2,1,780,444,-472,23,42,988
2,1,770,444,-435,23,42,988
2,1,766,436,-432,23,42,988
2,1,718,483,-377,23,42,988
2,1,738,436,-401,23,42,988
2,1,745,393,-420,23,42,988
2,1,707,524,-385,23,42,988
2,1,719,501,-411,23,42,988
2,1,703,498,-371,23,42,988
2,1,701,484,-365,23,42,988
2,1,693,470,-355,23,42,988
2,1,694,447,-359,23,42,988
2,1,693,439,-371,23,42,988
2,1,702,442,-399,23,42,988
2,1,735,442,-448,23,42,988
2,1,754,442,-452,23,42,988
2,1,765,450,-454,23,42,988
2,1,781,468,-415,23,42,988
2,1,783,482,-383,23,42,988
2,1,790,479,-351,23,42,988
2,1,817,458,-330,23,42,988
2,1,832,444,-327,23,42,988
2,1,838,434,-328,23,42,988
2,1,835,446,-339,23,42,988
2,1,838,444,-348,23,42,988
2,1,846,445,-370,23,42,988
2,1,846,439,-369,23,42,988
2,1,844,435,-370,23,42,988
2,1,837,420,-361,23,42,988
2,1,834,414,-360,23,42,988
2,1,835,414,-363,23,42,988
2,1,839,426,-377,23,42,988
2,1,837,427,-375,23,42,988
2,1,842,427,-384,23,42,988
2,1,838,414,-373,23,42,988
2,1,836,410,-349,23,42,988
2,1,824,409,-336,23,42,988
2,1,799,420,-310,23,42,988
2,1,788,422,-298,23,42,988
2,1,784,438,-306,23,42,988
2,1,786,453,-323,23,42,988
2,1,785,449,-327,23,42,988
2,1,786,445,-339,23,42,988
2,1,775,436,-343,23,42,988
2,1,775,424,-338,23,42,988
2,1,784,407,-349,23,42,988
2,1,784,404,-360,23,42,988
2,1,780,409,-361,23,42,988
2,1,780,410,-347,23,42,988
2,1,784,410,-355,23,42,988
2,1,786,417,-369,23,42,988
2,1,805,421,-362,23,42,988
2,1,815,425,-367,23,42,988
2,1,827,425,-367,23,42,988
2,1,848,422,-350,23,42,989
2,1,853,416,-343,23,42,989
2,1,858,413,-346,23,42,989
2,1,869,423,-362,23,42,988
2,1,867,436,-368,23,42,988
2,1,869,442,-367,23,42,988
2,1,874,458,-378,23,42,988
2,1,865,462,-373,23,42,988
2,1,853,463,-357,23,42,988
2,1,836,457,-322,23,42,988
2,1,831,455,-317,23,42,988
2,1,833,447,-319,23,42,988
2,1,833,445,-332,23,42,988
2,1,833,448,-361,23,42,988
3,1,837,452,-132,23,42,988
3,1,842,446,-115,23,42,988
3,1,859,453,-107,23,42,988
3,1,866,446,-89,23,42,988
3,1,879,442,-60,23,42,988
3,1,950,437,9,23,42,988
3,1,987,445,3,23,42,988
3,1,1011,433,17,23,42,988
3,1,1066,422,11,23,42,988
3,1,1065,412,0,23,42,988
3,1,1072,344,51,23,42,988
3,1,958,496,-23,23,42,988
3,1,982,334,-118,23,42,988
3,1,1018,288,-48,23,42,988
3,1,877,382,-115,23,42,988
3,1,844,437,-195,23,42,988
3,1,802,479,-214,23,42,988
3,1,727,503,-252,23,42,988
3,1,721,501,-301,23,42,988
3,1,714,485,-412,23,42,988
3,1,684,404,-245,23,42,988
3,1,686,475,-383,23,42,988
3,1,758,482,-541,23,42,988
3,1,787,455,-539,23,42,988
3,1,771,459,-504,23,42,988
3,1,727,487,-490,23,42,988
3,1,699,513,-477,23,42,988
