1,flp,765,163,-766,24.0,48.6,981.9
1,flp,778,153,-810,24.0,48.6,981.9
1,flp,792,135,-929,24.0,48.6,981.9
1,flp,806,121,-1017,24.0,48.6,981.9
1,flp,797,82,-1103,24.0,48.6,981.8
1,flp,754,167,-1147,24.0,48.6,981.8
1,flp,733,266,-1114,24.0,48.6,981.8
1,flp,682,312,-1153,24.0,48.6,981.9
1,flp,648,351,-1251,24.0,48.6,981.9
1,flp,623,353,-1289,24.0,48.6,981.9
1,flp,616,324,-1304,24.0,48.6,981.9
1,flp,567,170,-1144,24.0,48.6,981.9
1,flp,546,60,-1065,24.0,48.6,981.9
1,flp,515,-26,-1083,24.0,48.6,981.9
1,flp,435,-61,-1077,24.0,48.6,981.9
1,flp,392,-37,-1010,24.0,48.6,981.9
1,flp,292,42,-664,24.0,48.6,981.9

1,flp,221,57,-586,24.0,48.6,981.9

1,flp,109,73,-654,24.0,48.6,981.9

1,flp,-200,185,-732,24.0,48.6,981.8
1,flp,-295,358,-558,24.0,48.6,981.8
1,flp,-400,432,-291,24.0,48.6,981.8
1,flp,-548,285,495,24.0,48.6,981.8
1,flp,-479,163,649,24.0,48.6,981.8
1,flp,-386,37,751,24.0,48.6,981.8
1,flp,-315,-97,901,24.0,48.6,981.8
1,flp,-354,-51,1113,24.0,48.6,981.8
1,flp,-359,167,1274,24.0,48.6,981.8
1,flp,-336,198,1526,24.0,48.6,981.9
1,flp,-374,121,1630,24.0,48.6,981.9
1,flp,-220,32,1480,24.0,48.6,981.9
1,flp,-158,-27,1262,24.0,48.6,981.9
1,flp,-111,-92,1119,24.0,48.6,981.9
1,flp,-222,-94,1470,24.0,48.6,981.9
1,flp,-265,-63,1781,24.0,48.6,981.9
1,flp,-279,-34,1998,24.0,48.6,981.9
1,flp,-199,-53,1998,24.0,48.6,981.9
1,flp,-163,-150,1998,24.0,48.6,981.9
1,flp,-179,-148,1998,24.0,48.6,981.9
1,flp,-180,-132,1998,24.0,48.6,981.9
1,flp,-168,-215,1998,24.0,48.6,981.9
1,flp,-192,-353,1998,24.0,48.6,981.9
1,flp,-226,-328,1998,24.0,48.6,981.9
1,flp,-252,-261,1998,24.0,48.6,981.9
1,flp,-350,-157,1998,24.0,48.6,981.9
1,flp,-364,-138,1998,24.0,48.6,981.9
1,flp,-353,-137,1997,24.0,48.6,981.9
1,flp,-464,-150,1998,24.0,48.6,981.9
1,flp,-435,-307,1751,24.0,48.5,981.9
1,flp,-379,-63,1192,24.0,48.5,982.0
1,flp,-447,-22,1201,24.0,48.5,982.0
1,flp,-491,12,1137,24.0,48.5,982.0
1,flp,-612,297,1116,24.0,48.5,982.0
1,flp,-705,455,1032,24.0,48.5,982.0
1,flp,-808,600,918,24.0,48.5,982.0
1,flp,-788,586,506,24.0,48.5,982.0
1,flp,-787,429,288,24.0,48.5,981.9
1,flp,-729,357,70,24.0,48.5,981.9
1,flp,-429,96,-86,24.0,48.5,981.9
1,flp,-405,-151,-106,24.0,48.5,981.9
1,flp,-183,-153,-199,24.0,48.5,981.9
1,flp,-204,-111,-338,24.0,48.5,981.9
1,flp,-187,13,-369,24.0,48.5,981.9

1,flp,-165,196,-516,24.0,48.5,981.9
1,flp,-145,242,-636,24.0,48.5,981.9
1,flp,-130,228,-791,24.0,48.5,981.9
1,flp,21,48,-1203,24.0,48.5,981.9

1,flp,39,-13,-1344,24.0,48.5,981.9
1,flp,82,74,-1853,24.0,48.5,981.9
1,flp,169,24,-1997,24.0,48.5,981.9
1,flp,181,-24,-1997,24.0,48.5,981.9
1,flp,278,30,-1997,24.0,48.5,981.9
1,flp,334,57,-1997,24.0,48.5,981.9
1,flp,348,56,-1997,24.0,48.5,981.9
1,flp,384,17,-1997,24.0,48.5,981.9
1,flp,376,-43,-1997,24.0,48.5,981.9
1,flp,390,-63,-1997,24.0,48.5,981.9
1,flp,319,-11,-1997,24.0,48.5,981.9
1,flp,281,9,-1997,24.0,48.5,981.9

1,flp,225,-10,-1955,24.0,48.5,981.9
1,flp,168,-8,-1820,24.0,48.5,981.9
1,flp,100,-10,-1642,24.0,48.5,981.9
1,flp,-71,-61,-1378,24.0,48.5,981.9
1,flp,-152,-73,-1291,24.0,48.5,981.9
1,flp,-216,-101,-1230,24.0,48.5,981.9
1,flp,-399,-146,-1084,24.0,48.5,981.9
1,flp,-536,-155,-943,24.0,48.5,981.9
1,flp,-565,-296,-797,24.0,48.5,981.9
1,flp,-850,-266,-667,24.0,48.5,981.9
1,flp,-1065,-151,-647,24.0,48.5,981.9
1,flp,-1503,18,-279,24.0,48.5,981.9

1,flp,-1644,242,133,24.0,48.5,981.9

1,flp,-1530,470,739,24.0,48.5,981.9

1,flp,-1984,772,694,24.0,48.5,981.9

1,flp,-1835,675,843,24.0,48.5,981.9

1,flp,-1804,539,1051,24.0,48.5,981.9
1,flp,-1816,296,1507,24.0,48.5,981.9
1,flp,-1777,41,1985,24.0,48.5,981.9
1,flp,-1457,140,1998,24.0,48.5,981.9
1,flp,-1179,399,1998,24.0,48.5,981.9
1,flp,-1092,270,1998,24.0,48.5,981.9
1,flp,-949,-135,1998,24.0,48.5,981.9
1,flp,-936,-119,1998,24.0,48.5,981.9
1,flp,-895,6,1998,24.0,48.5,981.9

1,flp,-985,151,1998,24.0,48.5,981.8
1,flp,-1028,163,1998,24.0,48.5,981.8
1,flp,-1064,81,1998,24.0,48.5,981.8
1,flp,-1079,-137,1998,24.0,48.5,981.8
1,flp,-1033,-249,1998,24.0,48.5,981.8
1,flp,-1023,-314,1998,24.0,48.5,981.8
1,flp,-1126,-257,1998,24.0,48.5,981.8
1,flp,-1188,-144,1998,24.0,48.5,981.8
1,flp,-1278,-57,1998,24.0,48.5,981.8
1,flp,-1331,-23,1998,24.0,48.5,981.8
1,flp,-1349,-20,1834,24.0,48.5,981.9
1,flp,-1386,-12,1342,24.0,48.5,981.9
1,flp,-1386,59,1181,24.0,48.5,981.9
1,flp,-1301,120,977,24.0,48.5,981.9
1,flp,-1165,101,673,24.0,48.5,981.9
1,flp,-1133,81,552,24.0,48.5,981.9
1,flp,-1124,70,485,24.0,48.5,981.9
1,flp,-1246,46,334,24.0,48.5,981.9
1,flp,-1272,17,141,24.0,48.5,981.9
1,flp,-1157,197,-307,23.9,48.5,981.8
1,flp,-994,217,-518,23.9,48.5,981.8
1,flp,-858,169,-717,23.9,48.4,981.8
1,flp,-656,43,-1157,23.9,48.4,981.8
1,flp,-505,95,-1314,23.9,48.4,981.8
1,flp,-352,161,-1457,23.9,48.4,981.8
1,flp,-99,292,-1719,23.9,48.4,981.9
1,flp,-48,317,-1850,23.9,48.4,981.9
1,flp,53,311,-1976,23.9,48.4,981.9
1,flp,182,66,-1997,23.9,48.4,981.9
1,flp,247,-111,-1997,23.9,48.4,981.9
1,flp,298,-292,-1997,23.9,48.4,981.9
1,flp,282,-284,-1997,23.9,48.4,981.9
1,flp,295,-272,-1997,23.9,48.4,981.9
1,flp,360,-370,-1997,23.9,48.4,981.9
1,flp,360,-416,-1997,23.9,48.4,981.9
1,flp,311,-430,-1997,23.9,48.4,981.9
1,flp,264,-350,-1997,23.9,48.4,981.9
1,flp,205,-255,-1997,23.9,48.4,981.9
1,flp,120,-180,-1997,23.9,48.4,981.9
1,flp,-26,-118,-1997,23.9,48.4,981.9
1,flp,-155,-98,-1957,23.9,48.4,981.9
1,flp,-369,-30,-1470,23.9,48.4,981.9
1,flp,-581,7,-1128,23.9,48.4,981.9

1,flp,-786,88,-836,23.9,48.4,981.8

1,flp,-986,217,-378,23.9,48.4,981.8
1,flp,-993,192,-145,23.9,48.4,981.8
1,flp,-1059,169,29,23.9,48.4,981.8
1,flp,-1324,231,245,23.9,48.4,981.8
1,flp,-1284,217,367,23.9,48.4,981.8
1,flp,-1275,183,492,23.9,48.4,981.8
1,flp,-1372,74,762,23.9,48.4,981.8
1,flp,-1368,-36,961,23.9,48.4,981.8
1,flp,-1445,-210,1640,23.9,48.4,981.9
1,flp,-1519,2,1870,23.9,48.4,981.9

1,flp,-1485,313,1998,23.9,48.4,981.9
1,flp,-1385,445,1998,23.9,48.4,981.9
1,flp,-1238,219,1998,23.9,48.4,981.9
1,flp,-967,-140,1998,23.9,48.4,981.9
1,flp,-707,-543,1668,23.9,48.4,981.9
1,flp,-831,-445,1635,23.9,48.4,981.9
1,flp,-966,-328,1791,23.9,48.4,981.9
1,flp,-1061,-297,1998,23.9,48.4,981.9
1,flp,-1123,-352,1998,23.9,48.4,981.9
1,flp,-1216,-293,1998,23.9,48.4,981.9
1,flp,-1292,-126,1998,23.9,48.4,981.9
1,flp,-1466,28,1998,23.9,48.4,981.9

1,flp,-1697,48,1998,23.9,48.4,981.9

1,flp,-1693,-129,1998,23.9,48.4,981.9
